title,budget,revenue,runtime,genres,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,release__year,production_company,genre1,genre2,genre3
Hulk,137000000,245360480,138,"['Science Fiction', 'Adventure', 'Action']",6.7576,5.569,5950,False,Ang Lee,Eric Bana,108360480,0.44163787093993295,2003,Marvel Enterprises,Science Fiction,Adventure,Action
Exodus: Gods and Kings,140000000,268031828,150,"['Adventure', 'Drama', 'Action']",6.7506,5.876,4638,False,Ridley Scott,Christian Bale,128031828,0.4776739723612227,2014,20th Century Fox,Adventure,Drama,Action
Marriage Story,18000000,2300000,137,['Drama'],6.7475,7.733,7086,False,Noah Baumbach,Adam Driver,-15700000,-6.826086956521739,2019,Heyday Films,Drama,,
Bolt,150000000,309979994,98,"['Animation', 'Family', 'Adventure', 'Comedy']",6.7446,6.528,6192,False,Chris Williams,John Travolta,159979994,0.5160978033956605,2008,Walt Disney Animation Studios,Animation,Family,Adventure
Doctor Sleep,45000000,72381712,152,"['Horror', 'Fantasy']",6.7444,7.143,4561,True,Mike Flanagan,Ewan McGregor,27381712,0.378295998304102,2019,Vertigo Entertainment,Horror,Fantasy,
The Mountain Between Us,35000000,62832209,109,"['Drama', 'Adventure', 'Romance']",6.7426,6.653,2432,False,Hany Abu-Assad,Idris Elba,27832209,0.44296085467884794,2017,Chernin Entertainment,Drama,Adventure,Romance
Meet the Robinsons,150000000,169332978,95,"['Animation', 'Comedy', 'Family']",6.7422,6.918,2943,False,Stephen J. Anderson,Daniel Hansen,19332978,0.11417136950133837,2007,Walt Disney Pictures,Animation,Comedy,Family
London Has Fallen,60000000,205754447,99,"['Action', 'Thriller']",6.733,6.213,4829,True,Babak Najafi,Gerard Butler,145754447,0.7083902638566058,2016,Millennium Media,Action,Thriller,
The Smurfs 2,105000000,347434178,104,"['Fantasy', 'Family', 'Comedy', 'Animation']",6.7245,5.744,2245,True,Raja Gosnell,Hank Azaria,242434178,0.6977844822163697,2013,NeoReel,Fantasy,Family,Comedy
Licorice Pizza,40000000,33276075,133,"['Drama', 'Comedy', 'Romance']",6.715,6.963,2369,False,Paul Thomas Anderson,Alana Haim,-6723925,-0.20206484689074658,2021,Metro-Goldwyn-Mayer,Drama,Comedy,Romance
The Invasion,80000000,40170558,99,"['Horror', 'Mystery', 'Science Fiction', 'Thriller']",6.7114,6.0,1556,False,Oliver Hirschbiegel,Nicole Kidman,-39829442,-0.9915083081494661,2007,Village Roadshow Pictures,Horror,Mystery,Science Fiction
"Ruby Gillman, Teenage Kraken",70000000,46247409,91,"['Animation', 'Family', 'Fantasy', 'Comedy']",6.7113,7.211,1028,False,Kirk DeMicco,Lana Condor,-23752591,-0.5135983077451971,2023,DreamWorks Animation,Animation,Family,Fantasy
Radio,35000000,53293628,109,['Drama'],6.7063,7.277,754,False,Michael Tollin,Cuba Gooding Jr.,18293628,0.3432610742882808,2003,Tollin/Robbins Productions,Drama,,
Almost Famous,60000000,47386287,124,"['Drama', 'Music']",6.6995,7.504,2859,False,Cameron Crowe,Billy Crudup,-12613713,-0.266189098124527,2000,DreamWorks Pictures,Drama,Music,
Prince of Persia: The Sands of Time,200000000,336365676,116,"['Adventure', 'Fantasy', 'Action']",6.6946,6.3,6854,False,Mike Newell,Jake Gyllenhaal,136365676,0.40540901087660325,2010,Walt Disney Pictures,Adventure,Fantasy,Action
The Tourist,100000000,278731369,103,"['Action', 'Thriller', 'Romance']",6.6942,6.2,5510,False,Florian Henckel von Donnersmarck,Johnny Depp,178731369,0.641231626139647,2010,Spyglass Entertainment,Action,Thriller,Romance
Bottoms,11300000,12976079,91,['Comedy'],6.6899,6.7,692,False,Emma Seligman,Rachel Sennott,1676079,0.12916683075064508,2023,Brownstone Productions,Comedy,,
Requiem for a Dream,4500000,7390108,102,"['Crime', 'Drama']",6.6894,8.014,10295,False,Darren Aronofsky,Ellen Burstyn,2890108,0.39107791117531704,2000,Artisan Entertainment,Crime,Drama,
Hotel Transylvania 2,80000000,473200000,89,"['Animation', 'Comedy', 'Family', 'Fantasy']",6.6864,6.768,5865,True,Genndy Tartakovsky,Adam Sandler,393200000,0.830938292476754,2015,Columbia Pictures,Animation,Comedy,Family
American Pie 2,30000000,287553595,108,"['Comedy', 'Romance']",6.6684,6.238,5014,True,J.B. Rogers,Jason Biggs,257553595,0.8956716225370092,2001,Universal Pictures,Comedy,Romance,
District 9,30000000,210888950,112,['Science Fiction'],6.6678,7.451,9748,False,Neill Blomkamp,Sharlto Copley,180888950,0.8577450359537567,2009,TriStar Pictures,Science Fiction,,
Oz the Great and Powerful,200000000,491868548,130,"['Fantasy', 'Adventure', 'Family']",6.6667,5.926,6582,False,Sam Raimi,James Franco,291868548,0.593387296640077,2013,Roth Films,Fantasy,Adventure,Family
The Last Witch Hunter,90000000,146936910,106,"['Fantasy', 'Action', 'Adventure', 'Horror']",6.6649,5.989,3673,False,Breck Eisner,Vin Diesel,56936910,0.3874922237033568,2015,NeoReel,Fantasy,Action,Adventure
Run,1700000,5184368,90,"['Thriller', 'Horror', 'Drama']",6.661,7.243,2659,False,Aneesh Chaganty,Sarah Paulson,3484368,0.6720911787126223,2020,Search Party,Thriller,Horror,Drama
Surf's Up,85000000,149000000,85,"['Animation', 'Comedy', 'Family']",6.6586,6.5,2568,True,Chris Buck,Shia LaBeouf,64000000,0.42953020134228187,2007,Columbia Pictures,Animation,Comedy,Family
Silence,46000000,23834809,161,"['Drama', 'History']",6.6552,7.126,3106,False,Martin Scorsese,Andrew Garfield,-22165191,-0.9299504350968367,2016,Waypoint Entertainment,Drama,History,
The Purge: Election Year,10000000,118587880,109,"['Action', 'Horror', 'Thriller']",6.6527,6.382,5311,True,James DeMonaco,Elizabeth Mitchell,108587880,0.9156743505322804,2016,Why Not Productions,Action,Horror,Thriller
Mr. Nobody,47000000,2331721,141,"['Science Fiction', 'Drama', 'Romance']",6.6526,7.81,5942,False,Jaco Van Dormael,Jared Leto,-44668279,-19.156785481624947,2009,Pan-Européenne,Science Fiction,Drama,Romance
A Walk Among the Tombstones,28000000,58834384,114,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.6519,6.329,2849,False,Scott Frank,Liam Neeson,30834384,0.5240878191229129,2014,Traveling Picture Show Company,Crime,Drama,Mystery
Hugo,170000000,185770160,126,"['Adventure', 'Drama', 'Family']",6.65,7.2,7323,False,Martin Scorsese,Asa Butterfield,15770160,0.08489070580549643,2011,GK Films,Adventure,Drama,Family
You Don't Mess with the Zohan,90000000,204313400,113,"['Comedy', 'Action']",6.6432,5.725,3859,False,Dennis Dugan,Adam Sandler,114313400,0.5595002579370711,2008,Relativity Media,Comedy,Action,
The Purge,3000000,91266581,86,"['Science Fiction', 'Horror', 'Thriller']",6.642,6.253,8513,True,James DeMonaco,Ethan Hawke,88266581,0.9671292605997808,2013,Universal Pictures,Science Fiction,Horror,Thriller
Serenity,25000000,14500000,102,"['Thriller', 'Mystery', 'Drama']",6.6417,5.4,1548,False,Steven Knight,Matthew McConaughey,-10500000,-0.7241379310344828,2019,Nebulastar,Thriller,Mystery,Drama
The Count of Monte Cristo,35000000,75395048,131,"['Adventure', 'Drama', 'History']",6.6386,7.677,1866,False,Kevin Reynolds,Jim Caviezel,40395048,0.5357785301761463,2002,Touchstone Pictures,Adventure,Drama,History
The Legend of Tarzan,180000000,356743061,109,"['Fantasy', 'Action', 'Adventure']",6.614,5.911,6294,False,David Yates,Alexander Skarsgård,176743061,0.4954351754020522,2016,Village Roadshow Pictures,Fantasy,Action,Adventure
Blitz,15774948,15800000,97,"['Crime', 'Action', 'Thriller']",6.6139,6.2,1684,False,Elliott Lester,Jason Statham,25052,0.0015855696202531646,2011,Lipsync Productions,Crime,Action,Thriller
Collateral,65000000,220239925,120,"['Drama', 'Crime', 'Thriller']",6.6111,7.229,5802,False,Michael Mann,Tom Cruise,155239925,0.7048673168591026,2004,Paramount Pictures,Drama,Crime,Thriller
Hitman,24000000,99965753,94,"['Action', 'Thriller', 'Drama']",6.6047,6.138,3428,True,Xavier Gens,Timothy Olyphant,75965753,0.7599177790417885,2007,EuropaCorp,Action,Thriller,Drama
The Vow,30000000,196114570,104,"['Drama', 'Romance']",6.603,7.241,4114,False,Michael Sucsy,Rachel McAdams,166114570,0.84702819377469,2012,Spyglass Entertainment,Drama,Romance,
Quantum of Solace,200000000,589593688,106,"['Adventure', 'Action', 'Thriller', 'Crime']",6.5993,6.331,8031,True,Marc Forster,Daniel Craig,389593688,0.660783342714483,2008,EON Productions,Adventure,Action,Thriller
Frankenweenie,39000000,81493846,87,"['Animation', 'Comedy', 'Family']",6.5942,7.0,3416,False,Tim Burton,Catherine O'Hara,42493846,0.5214362566714547,2012,Tim Burton Productions,Animation,Comedy,Family
Taxi,25000000,71255003,97,"['Action', 'Comedy', 'Thriller', 'Crime']",6.5938,5.6,1075,False,Tim Story,Queen Latifah,46255003,0.6491474430223517,2004,Robert Simonds Productions,Action,Comedy,Thriller
Sing Sing,2000000,3401789,107,['Drama'],6.5924,7.551,224,False,Greg Kwedar,Colman Domingo,1401789,0.41207405867912444,2024,Black Bear Pictures,Drama,,
Anchorman: The Legend of Ron Burgundy,26000000,90574188,95,['Comedy'],6.5878,6.7,4296,True,Adam McKay,Will Ferrell,64574188,0.7129424996887634,2004,DreamWorks Pictures,Comedy,,
The Patriot,110000000,215294342,165,"['Drama', 'History', 'War', 'Action']",6.5857,7.2,4027,False,Roland Emmerich,Mel Gibson,105294342,0.4890715706778769,2000,Columbia Pictures,Drama,History,War
Jeepers Creepers 2,17000000,63102666,104,"['Horror', 'Thriller']",6.5854,6.1,1699,True,Victor Salva,Ray Wise,46102666,0.7305977531916005,2003,Jeepers Creepers II,Horror,Thriller,
John Q,36000000,102244770,116,"['Drama', 'Thriller', 'Crime']",6.5762,7.127,2457,False,Nick Cassavetes,Denzel Washington,66244770,0.647903750969365,2002,Evolution Entertainment,Drama,Thriller,Crime
Orphan,20000000,77912251,122,"['Horror', 'Thriller']",6.5619,7.0,5344,True,Jaume Collet-Serra,Vera Farmiga,57912251,0.7433009604612758,2009,Dark Castle Entertainment,Horror,Thriller,
Valkyrie,75000000,200276000,121,"['Drama', 'Thriller', 'War']",6.5611,6.949,3816,False,Bryan Singer,Tom Cruise,125276000,0.6255167868341689,2008,Bad Hat Harry Productions,Drama,Thriller,War
Moonlight,4000000,65046687,111,['Drama'],6.5569,7.371,7183,False,Barry Jenkins,Trevante Rhodes,61046687,0.9385057074467144,2016,A24,Drama,,
Easy A,8000000,75026327,93,['Comedy'],6.5545,6.8,7026,False,Will Gluck,Emma Stone,67026327,0.893370763038953,2010,Screen Gems,Comedy,,
Safe,30000000,40300000,94,"['Action', 'Crime', 'Thriller']",6.5537,6.5,2522,False,Boaz Yakin,Jason Statham,10300000,0.2555831265508685,2012,IM Global,Action,Crime,Thriller
Paranormal Activity,215000,193355800,86,"['Horror', 'Mystery']",6.5492,6.02,5147,True,Oren Peli,Katie Featherston,193140800,0.9988880602495503,2007,Blumhouse Productions,Horror,Mystery,
Finding Dory,200000000,1028600000,97,"['Adventure', 'Animation', 'Comedy', 'Family']",6.5458,7.038,12234,True,Andrew Stanton,Albert Brooks,828600000,0.8055609566400933,2016,Pixar,Adventure,Animation,Comedy
Underworld: Evolution,50000000,111476513,106,"['Fantasy', 'Action', 'Thriller']",6.5375,6.588,4131,True,Len Wiseman,Kate Beckinsale,61476513,0.5514750268516203,2006,Screen Gems,Fantasy,Action,Thriller
The Royal Tenenbaums,21000000,71441250,110,"['Comedy', 'Drama']",6.524,7.468,4665,False,Wes Anderson,Gene Hackman,50441250,0.7060521757388064,2001,Touchstone Pictures,Comedy,Drama,
Moulin Rouge!,52500000,179213434,128,"['Drama', 'Romance', 'Music']",6.5211,7.6,4611,False,Baz Luhrmann,Ewan McGregor,126713434,0.7070532112006738,2001,20th Century Fox,Drama,Romance,Music
Hachi: A Dog's Tale,16000000,46800000,93,"['Drama', 'Family']",6.5168,8.0,6831,False,Lasse Hallström,Richard Gere,30800000,0.6581196581196581,2009,Scion Films,Drama,Family,
Billy Elliot,5000000,109280263,110,"['Drama', 'Comedy', 'Music']",6.5129,7.593,3907,False,Stephen Daldry,Jamie Bell,104280263,0.9542460837598826,2000,StudioCanal,Drama,Comedy,Music
Fly Me to the Moon,100000000,42247783,132,"['Romance', 'Comedy']",6.5108,6.814,943,False,Greg Berlanti,Scarlett Johansson,-57752217,-1.3669881091748648,2024,These Pictures,Romance,Comedy,
Date Night,55000000,152300000,88,"['Comedy', 'Action', 'Adventure']",6.5057,6.1,2909,False,Shawn Levy,Steve Carell,97300000,0.63887065003283,2010,Dune Entertainment,Comedy,Action,Adventure
Miracles from Heaven,16000000,74000000,119,"['Family', 'Drama']",6.5024,7.447,1207,False,Patricia Riggen,Jennifer Garner,58000000,0.7837837837837838,2016,Columbia Pictures,Family,Drama,
The Place Beyond the Pines,15000000,47135966,140,"['Drama', 'Crime']",6.4876,6.976,4933,False,Derek Cianfrance,Ryan Gosling,32135966,0.6817716645501654,2013,Sidney Kimmel Entertainment,Drama,Crime,
Johnny English Reborn,45000000,160078586,101,"['Crime', 'Action', 'Comedy']",6.4852,6.2,3370,True,Oliver Parker,Rowan Atkinson,115078586,0.7188880716375143,2011,Working Title Films,Crime,Action,Comedy
Entourage,30000000,49263404,104,"['Comedy', 'Drama']",6.4786,6.238,1039,False,Doug Ellin,Kevin Connolly,19263404,0.39102868327978313,2015,Closest to the Hole Productions,Comedy,Drama,
The Fall,30000000,3984390,119,"['Adventure', 'Fantasy', 'Drama']",6.4786,7.6,1368,False,Tarsem Singh,Lee Pace,-26015610,-6.529383418791835,2006,Googly Films,Adventure,Fantasy,Drama
Knowing,50000000,155446362,121,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",6.4726,6.2,5456,False,Alex Proyas,Nicolas Cage,105446362,0.6783456405367659,2009,Summit Entertainment,Action,Mystery,Science Fiction
Like Mike,30000000,62300000,99,"['Family', 'Comedy', 'Fantasy']",6.4718,6.1,529,True,John Schultz,Shad Moss,32300000,0.5184590690208668,2002,20th Century Fox,Family,Comedy,Fantasy
Stardust,70000000,137500000,127,"['Adventure', 'Fantasy', 'Romance', 'Family']",6.4706,7.281,4166,False,Matthew Vaughn,Charlie Cox,67500000,0.4909090909090909,2007,Paramount Pictures,Adventure,Fantasy,Romance
Lord of War,50000000,72600000,122,"['Crime', 'Drama', 'Thriller']",6.4626,7.328,4943,True,Andrew Niccol,Nicolas Cage,22600000,0.31129476584022037,2005,Endgame Entertainment,Crime,Drama,Thriller
The Blind Side,29000000,309231694,129,['Drama'],6.4625,7.7,6492,False,John Lee Hancock,Sandra Bullock,280231694,0.9062191859285937,2009,Alcon Entertainment,Drama,,
Kick-Ass,28000000,96188903,117,"['Action', 'Crime']",6.4564,7.1,11848,True,Matthew Vaughn,Aaron Taylor-Johnson,68188903,0.70890613026328,2010,Marv,Action,Crime,
Dinosaur,127500000,354248063,82,"['Animation', 'Family', 'Adventure']",6.4509,6.545,2586,False,Ralph Zondag,D. B. Sweeney,226748063,0.6400827179681714,2000,Walt Disney Pictures,Animation,Family,Adventure
The Lincoln Lawyer,40000000,85412898,119,"['Crime', 'Drama', 'Thriller']",6.4487,7.201,3379,False,Brad Furman,Matthew McConaughey,45412898,0.531686654631482,2011,Sidney Kimmel Entertainment,Crime,Drama,Thriller
Godzilla: King of the Monsters,170000000,387300138,132,"['Science Fiction', 'Action']",6.4398,6.695,6336,True,Michael Dougherty,Kyle Chandler,217300138,0.5610639312501355,2019,Legendary Pictures,Science Fiction,Action,
Chocolat,25000000,152500000,121,"['Comedy', 'Drama', 'Romance']",6.4398,6.968,3345,False,Lasse Hallström,Juliette Binoche,127500000,0.8360655737704918,2000,Miramax,Comedy,Drama,Romance
Law Abiding Citizen,53000000,127900000,109,"['Drama', 'Crime', 'Thriller']",6.4288,7.4,5320,False,F. Gary Gray,Jamie Foxx,74900000,0.5856137607505864,2009,The Film Department,Drama,Crime,Thriller
All of Us Strangers,5000000,14864960,105,"['Romance', 'Drama', 'Fantasy']",6.4243,7.444,845,False,Andrew Haigh,Andrew Scott,9864960,0.663638516349859,2023,Film4 Productions,Romance,Drama,Fantasy
Saw IV,10000000,139352633,93,"['Horror', 'Thriller', 'Crime']",6.4181,6.162,3882,True,Darren Lynn Bousman,Tobin Bell,129352633,0.9282396049165429,2007,Twisted Pictures,Horror,Thriller,Crime
Blue Valentine,1000000,15440333,112,"['Drama', 'Romance']",6.4139,6.9,3324,False,Derek Cianfrance,Ryan Gosling,14440333,0.9352345574412158,2010,Cottage Industries,Drama,Romance,
The Machinist,5000000,8203235,101,"['Thriller', 'Drama']",6.4119,7.526,5731,False,Brad Anderson,Christian Bale,3203235,0.3904843637906265,2004,Castelao Productions,Thriller,Drama,
Host,100000,443807,57,['Horror'],6.4103,6.48,985,False,Rob Savage,Haley Bishop,343807,0.7746768302437771,2020,Shadowhouse Films,Horror,,
The Visit,5000000,98450062,94,"['Horror', 'Mystery', 'Thriller']",6.4052,6.317,4873,False,M. Night Shyamalan,Olivia DeJonge,93450062,0.9492128303586035,2015,Blumhouse Productions,Horror,Mystery,Thriller
The Forever Purge,18000000,76994245,103,"['Action', 'Horror', 'Thriller']",6.4036,6.913,2551,True,Everardo Gout,Ana de la Reguera,58994245,0.7662162931787954,2021,Blumhouse Productions,Action,Horror,Thriller
Fracture,10000000,91354215,113,['Thriller'],6.4006,7.3,4014,False,Gregory Hoblit,Anthony Hopkins,81354215,0.8905359758167699,2007,M7 Filmproduktion,Thriller,,
Flushed Away,149000000,178120010,84,"['Adventure', 'Animation', 'Comedy', 'Family']",6.3891,6.308,3888,False,David Bowers,Hugh Jackman,29120010,0.1634853377787257,2006,DreamWorks Animation,Adventure,Animation,Comedy
Coach Carter,30000000,76669554,136,"['Drama', 'History']",6.3837,7.582,3055,False,Thomas Carter,Samuel L. Jackson,46669554,0.6087103884809347,2005,Paramount Pictures,Drama,History,
Pitch Perfect,17000000,115647426,112,"['Comedy', 'Music', 'Romance']",6.3834,7.281,6636,True,Jason Moore,Anna Kendrick,98647426,0.8530014840105478,2012,Brownstone Productions,Comedy,Music,Romance
The Babadook,2000000,10300000,94,"['Drama', 'Horror']",6.3793,6.519,6111,False,Jennifer Kent,Essie Davis,8300000,0.8058252427184466,2014,Screen Australia,Drama,Horror,
Surrogates,80000000,122444772,89,"['Science Fiction', 'Action', 'Thriller']",6.3788,6.1,3235,False,Jonathan Mostow,Bruce Willis,42444772,0.3466442160552188,2009,Wintergreen Productions,Science Fiction,Action,Thriller
Thir13en Ghosts,42000000,68467960,91,"['Horror', 'Thriller']",6.3753,6.279,2200,False,Steve Beck,Tony Shalhoub,26467960,0.3865743918761418,2001,Warner Bros. Pictures,Horror,Thriller,
Grimsby,35000000,28000000,83,"['Action', 'Comedy']",6.3673,5.955,2344,False,Louis Leterrier,Sacha Baron Cohen,-7000000,-0.25,2016,Columbia Pictures,Action,Comedy,
Scott Pilgrim vs. the World,85000000,51691156,113,"['Action', 'Comedy', 'Romance']",6.3669,7.5,8070,False,Edgar Wright,Michael Cera,-33308844,-0.6443818745318832,2010,Marc Platt Productions,Action,Comedy,Romance
Angels & Demons,150000000,485930816,138,"['Thriller', 'Mystery']",6.3559,6.7,6957,True,Ron Howard,Tom Hanks,335930816,0.6913140820441402,2009,Columbia Pictures,Thriller,Mystery,
Sinbad: Legend of the Seven Seas,60000000,80767884,90,"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Action']",6.3536,7.0,2083,False,Tim Johnson,Brad Pitt,20767884,0.2571304703240709,2003,DreamWorks Animation,Family,Animation,Adventure
Roald Dahl's Matilda the Musical,25000000,37289659,117,"['Family', 'Comedy', 'Fantasy']",6.3467,6.77,745,False,Matthew Warchus,Alisha Weir,12289659,0.3295728448468783,2022,Working Title Films,Family,Comedy,Fantasy
The Bank Job,20000000,64828421,112,"['Thriller', 'Crime', 'Drama']",6.3446,6.8,2408,False,Roger Donaldson,Jason Statham,44828421,0.6914933343818447,2008,Omnilab Media,Thriller,Crime,Drama
Hanna,30000000,63782078,111,"['Action', 'Thriller', 'Adventure']",6.3434,6.589,3444,False,Joe Wright,Saoirse Ronan,33782078,0.5296484382336994,2011,Holleran Company,Action,Thriller,Adventure
Outcast,25000000,5148503,98,"['Action', 'Adventure']",6.3347,5.113,482,False,Nick Powell,Nicolas Cage,-19851497,-3.855780408402209,2014,Media Max Productions,Action,Adventure,
Tomb Raider,94000000,274650803,118,"['Action', 'Adventure', 'Fantasy']",6.3294,6.366,7951,False,Roar Uthaug,Alicia Vikander,180650803,0.6577472231166206,2018,Square Enix,Action,Adventure,Fantasy
Serendipity,28000000,77516304,90,"['Comedy', 'Romance']",6.3284,6.949,1979,False,Peter Chelsom,John Cusack,49516304,0.6387856675932331,2001,Tapestry Films,Comedy,Romance,
