title,budget,revenue,runtime,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,production_company,genre1,genre2,genre3
Extremely Loud & Incredibly Close,40000000,55200000,129,3.2226,7.0,2038,False,Stephen Daldry,Tom Hanks,15200000,0.2753623188405797,Warner Bros. Pictures,Drama,,
Sleepover,10000000,10143022,89,3.2217,6.0,490,False,Joe Nussbaum,Alexa PenaVega,143022,0.014100531380095597,Metro-Goldwyn-Mayer,Family,Comedy,
The Bob's Burgers Movie,38000000,34148750,101,3.2216,6.986,320,False,Bernard Derriman,H. Jon Benjamin,-3851250,-0.11277865222006662,20th Century Studios,Animation,Adventure,Comedy
Shall We Dance?,50000000,170128460,107,3.2216,6.4,1222,False,Peter Chelsom,Richard Gere,120128460,0.7061044342610284,Miramax,Drama,Romance,Comedy
Camp X-Ray,1000000,59744,117,3.2214,6.729,1045,False,Peter Sattler,Kristen Stewart,-940256,-15.738082485270487,Young Gang,Drama,,
High Fidelity,30000000,47100000,113,3.2194,7.113,2055,False,Stephen Frears,John Cusack,17100000,0.3630573248407643,Touchstone Pictures,Drama,Comedy,Romance
31,1500000,850419,102,3.218,5.431,809,False,Rob Zombie,Sheri Moon Zombie,-649581,-0.7638364147555499,Spectacle Entertainment Group,Horror,Thriller,
Up in the Air,25000000,166842739,110,3.2178,6.872,3729,False,Jason Reitman,George Clooney,141842739,0.8501582978687493,Paramount Pictures,Drama,Romance,
Saturday Night,25000000,9802525,109,3.2156,6.7,245,False,Jason Reitman,Gabriel LaBelle,-15197475,-1.5503632992519785,Columbia Pictures,Comedy,Drama,
Odd Thomas,27000000,1149267,100,3.2156,6.9,1367,False,Stephen Sommers,Anton Yelchin,-25850733,-22.49323525342675,Future Films,Mystery,Thriller,
Charlie St. Cloud,44000000,48200000,99,3.2135,7.0,2184,False,Burr Steers,Zac Efron,4200000,0.08713692946058091,Marc Platt Productions,Drama,Romance,
Arthur,40000000,48147945,110,3.211,5.5,750,False,Jason Winer,Russell Brand,8147945,0.1692272640088793,Warner Bros. Pictures,Comedy,Romance,
The Boxtrolls,60000000,108255770,97,3.208,6.7,1710,False,Graham Annable,Ben Kingsley,48255770,0.44575702523754623,Laika,Animation,Comedy,Family
Danger Close: The Battle of Long Tan,23934823,2078370,119,3.2061,6.8,331,False,Kriv Stenders,Travis Fimmel,-21856453,-10.516151118424535,Red Dune Films,War,Action,Drama
Get the Gringo,35000000,8826837,96,3.2061,6.584,1676,False,Adrian Grünberg,Mel Gibson,-26173163,-2.9651802791872104,Icon Productions,Action,Thriller,Crime
The Prodigy,6000000,21200000,92,3.2058,6.2,1004,False,Nicholas McCarthy,Taylor Schilling,15200000,0.7169811320754716,Vinson Films,Horror,Thriller,
The Magic Flute,6500000,492000,125,3.2042,6.5,115,False,Florian Sigl,Jack Wolfe,-6008000,-12.211382113821138,Flute Film,Adventure,Fantasy,Music
Filth,5000000,9114264,97,3.2041,6.9,1771,False,Jon S. Baird,James McAvoy,4114264,0.45140935132008464,Egoli Tossell Film,Crime,Drama,Comedy
Freaks,2000,368410,105,3.2023,6.8,1181,False,Zach Lipovsky,Emile Hirsch,366410,0.9945712657093998,Amazing Incorporated,Science Fiction,,
Kevin Hart: What Now?,9900000,23600000,96,3.1983,6.5,248,False,Tim Story,Kevin Hart,13700000,0.5805084745762712,Universal Pictures,Comedy,Documentary,TV Movie
Unsung Hero,6000000,21220422,113,3.198,6.9,59,False,Richard Ramsey,Joel Smallbone,15220422,0.7172535023101803,for KING & COUNTRY,Drama,Music,Family
Return to Never Land,20000000,109862682,72,3.1974,6.5,2343,True,Robin Budd,Harriet Owen,89862682,0.8179545625875035,Disney Television Animation,Adventure,Fantasy,Animation
Sleepless,30000000,32540674,95,3.1934,5.9,1275,False,Baran bo Odar,Jamie Foxx,2540674,0.07807687081097336,Vertigo Entertainment,Action,Crime,Thriller
Aquamarine,12000000,23006849,103,3.1922,6.5,1509,False,Elizabeth Allen Rosenbaum,Emma Roberts,11006849,0.4784161881533625,Fox 2000 Pictures,Fantasy,Romance,Family
What Just Happened,25000000,6673422,104,3.1917,5.43,454,False,Barry Levinson,Robert De Niro,-18326578,-2.746203971515663,Tribeca Productions,Comedy,Drama,
The Chronicles of Riddick,105000000,115772733,119,3.1902,6.537,4197,True,David Twohy,Vin Diesel,10772733,0.09305069268771603,Radar Pictures,Action,Science Fiction,
The Lost Daughter,5000000,703281,121,3.1877,6.489,1011,False,Maggie Gyllenhaal,Olivia Colman,-4296719,-6.109533742558096,Endeavor Content,Drama,,
Racing Stripes,30000000,90754475,102,3.1847,5.885,629,False,Frederik Du Chau,Frankie Muniz,60754475,0.6694377880539775,Alcon Entertainment,Comedy,Family,
Just Married,18000000,101564935,95,3.1839,5.8,1387,False,Shawn Levy,Ashton Kutcher,83564935,0.8227734798432156,Robert Simonds Productions,Romance,Comedy,
Baby Mama,30000000,64400000,99,3.1839,6.0,661,False,Michael McCullers,Amy Poehler,34400000,0.5341614906832298,Relativity Media,Comedy,Romance,
Dancer in the Dark,12500000,40061153,140,3.1779,7.868,1859,False,Lars von Trier,Björk,27561153,0.6879770285193739,Zentropa Entertainments,Drama,Crime,
Obsessed,20000000,73830340,108,3.1735,5.7,657,False,Steve Shill,Idris Elba,53830340,0.7291086564141517,Screen Gems,Drama,Thriller,
Big Miracle,40000000,24719215,107,3.1723,6.7,503,False,Ken Kwapis,Drew Barrymore,-15280785,-0.6181743635467388,Working Title Films,Adventure,Drama,Romance
Oculus,5000000,44459951,104,3.1719,6.5,3009,False,Mike Flanagan,Karen Gillan,39459951,0.8875392372789614,MICA Entertainment,Horror,,
Hereafter,50000000,107000000,129,3.1698,6.1,1715,False,Clint Eastwood,Matt Damon,57000000,0.5327102803738317,Warner Bros. Pictures,Drama,Fantasy,
Zoolander 2,50000000,56722693,100,3.1663,4.9,2271,True,Ben Stiller,Ben Stiller,6722693,0.11851857950397383,Paramount Pictures,Comedy,Adventure,Action
Step Up All In,45000000,86165646,112,3.1659,6.8,1948,True,Trish Sie,Briana Evigan,41165646,0.4777501000804892,Summit Entertainment,Romance,Drama,Music
Draft Day,25000000,28831145,110,3.1658,6.7,949,False,Ivan Reitman,Kevin Costner,3831145,0.13288216614359227,Lionsgate,Drama,,
Unforgettable,12000000,17800000,100,3.1642,5.9,652,False,Denise Di Novi,Rosario Dawson,5800000,0.3258426966292135,Di Novi Pictures,Drama,Thriller,
Repo Men,32000000,18409891,111,3.1638,6.331,1952,False,Miguel Sapochnik,Jude Law,-13590109,-0.7381960599332175,Relativity Media,Action,Science Fiction,Thriller
Top Five,12000000,26117471,102,3.1631,6.1,464,False,Chris Rock,Chris Rock,14117471,0.5405374433075851,Paramount Pictures,Drama,Comedy,Romance
Going the Distance,32000000,42045846,102,3.1624,6.1,734,False,Nanette Burstein,Drew Barrymore,10045846,0.2389260047235106,New Line Cinema,Comedy,Drama,Romance
Zoom,75600000,12506188,88,3.1583,5.3,609,False,Peter Hewitt,Tim Allen,-63093812,-5.045007479497349,Revolution Studios,Family,Comedy,Adventure
Escape from Planet Earth,40000000,74597643,89,3.1563,5.7,770,False,Cal Brunker,Rob Corddry,34597643,0.46379002886190385,The Weinstein Company,Animation,Comedy,Adventure
Trance,20000000,24300000,101,3.1559,6.621,2221,False,Danny Boyle,James McAvoy,4300000,0.17695473251028807,Pathé,Thriller,Crime,Drama
Dan in Real Life,25000000,68474305,98,3.1543,6.6,1256,False,Peter Hedges,Steve Carell,43474305,0.6348995437047518,Touchstone Pictures,Comedy,Romance,Drama
Transformers: Dark of the Moon,195000000,1123794079,154,3.1535,6.2,8506,True,Michael Bay,Shia LaBeouf,928794079,0.8264806661256666,Paramount Pictures,Action,Science Fiction,Adventure
After the Sunset,60000000,61300000,97,3.1534,6.2,783,False,Brett Ratner,Pierce Brosnan,1300000,0.021207177814029365,New Line Cinema,Action,Comedy,Crime
1922,5000000,2943477,102,3.1526,5.9,2778,False,Zak Hilditch,Thomas Jane,-2056523,-0.6986713332565534,Campfire Studios,Horror,Crime,Drama
The Lake House,40000000,114830111,99,3.1503,7.038,2797,False,Alejandro Agresti,Keanu Reeves,74830111,0.6516593108579334,Vertigo Entertainment,Drama,Mystery,Romance
Havoc,9000000,371000,86,3.15,5.238,321,True,Barbara Kopple,Anne Hathaway,-8629000,-23.258760107816713,Media 8 Entertainment,Crime,Drama,
Wicked Little Letters,12600000,27219729,100,3.1482,6.939,511,False,Thea Sharrock,Olivia Colman,14619729,0.5371004612132619,Blueprint Pictures,Comedy,Drama,Mystery
Joy Ride,20000000,15800000,94,3.1465,6.572,410,False,Adele Lim,Ashley Park,-4200000,-0.26582278481012656,Lionsgate,Comedy,,
Trouble Is My Business,250000,679000,116,3.146,4.7,16,False,Tom Konkle,Vernon Wells,429000,0.6318114874815906,Lumen Actus,Adventure,Mystery,Romance
The Kite Runner,20000000,73276047,128,3.145,7.331,1180,False,Marc Forster,Ahmad Khan Mahmoodzada,53276047,0.7270595123669813,Wonderland Films,Drama,,
Detroit,34000000,23400000,143,3.1445,7.3,1663,False,Kathryn Bigelow,John Boyega,-10600000,-0.452991452991453,Annapurna Pictures,Crime,Drama,Thriller
Eastern Promises,51500000,56106607,101,3.1444,7.4,3460,False,David Cronenberg,Viggo Mortensen,4606607,0.08210453717153134,Focus Features,Thriller,Crime,Mystery
Lions for Lambs,35000000,64811540,92,3.1433,6.0,775,False,Robert Redford,Meryl Streep,29811540,0.45997271473567825,Wildwood Enterprises,Action,Adventure,Drama
Jackass Number Two,11000000,72778712,92,3.1427,6.6,1174,True,Jeff Tremaine,Johnny Knoxville,61778712,0.8488569020017832,Paramount Pictures,Action,Comedy,Documentary
Songbird,2500000,1000000,85,3.1425,6.2,756,False,Adam Mason,K.J. Apa,-1500000,-1.5,Invisible Narratives,Science Fiction,Thriller,
Sideways,16000000,109502303,127,3.1424,7.1,1725,False,Alexander Payne,Paul Giamatti,93502303,0.8538843516377915,Fox Searchlight Pictures,Comedy,Drama,Romance
The Constant Gardener,25000000,82468097,129,3.1422,6.997,1558,False,Fernando Meirelles,Ralph Fiennes,57468097,0.696852468900792,Scion Films,Drama,Mystery,Thriller
Planes,50000000,219788712,91,3.1413,5.9,1729,True,Klay Hall,Dane Cook,169788712,0.7725087901693514,Walt Disney Pictures,Animation,Family,Adventure
Winter's Tale,60000000,30800231,118,3.1331,6.3,1354,False,Akiva Goldsman,Colin Farrell,-29199769,-0.9480373377719148,Weed Road Pictures,Drama,Fantasy,Mystery
Body of Lies,70000000,113280098,128,3.1328,6.629,3107,False,Ridley Scott,Leonardo DiCaprio,43280098,0.38206268147825934,De Line Pictures,Action,Drama,Thriller
The Wolf and the Lion,11900000,15300000,99,3.13,7.516,475,False,Gilles de Maistre,Molly Kunz,3400000,0.2222222222222222,Galatée Films,Family,Adventure,Drama
The Boogeyman,35000000,82344833,99,3.1269,6.4,941,False,Rob Savage,Sophie Thatcher,47344833,0.5749581518976424,21 Laps Entertainment,Horror,,
Mafia Mamma,41000000,3900000,101,3.1244,6.075,272,False,Catherine Hardwicke,Toni Collette,-37100000,-9.512820512820513,Idea(L),Comedy,Crime,Action
Drumline,20000000,57600000,118,3.1244,6.9,522,True,Charles Stone III,Nick Cannon,37600000,0.6527777777777778,Fox 2000 Pictures,Drama,Romance,Comedy
Secret Window,40000000,92900000,96,3.1213,6.564,3710,False,David Koepp,Johnny Depp,52900000,0.5694294940796556,Pariah,Mystery,Thriller,
Stan & Ollie,10000000,24420923,98,3.1169,6.959,1070,False,Jon S. Baird,Steve Coogan,14420923,0.590515067755629,Fable Pictures,Comedy,Drama,
The Way Back,23000000,14590514,108,3.1157,6.658,1248,False,Gavin O'Connor,Ben Affleck,-8409486,-0.5763666722090806,Warner Bros. Pictures,Drama,,
LOL,11000000,10500000,97,3.1156,6.117,2704,False,Lisa Azuelos,Miley Cyrus,-500000,-0.047619047619047616,PIC Agency,Drama,Comedy,Romance
The Whole Ten Yards,40000000,26155781,98,3.1147,5.749,967,True,Howard Deutch,Bruce Willis,-13844219,-0.5292986280929635,Nine Yards Two Productions,Comedy,Thriller,Crime
All My Life,25000000,2000000,93,3.1139,7.8,497,False,Marc Meyers,Jessica Rothe,-23000000,-11.5,Broken Road Productions,Romance,Drama,
World's Greatest Dad,10000000,295750,99,3.1134,6.6,616,False,Bobcat Goldthwait,Robin Williams,-9704250,-32.8123415046492,Magnolia Pictures,Comedy,Drama,
The Big Year,41000000,8200000,102,3.1108,6.0,831,False,David Frankel,Steve Martin,-32800000,-4.0,Ingenious Media,Comedy,,
Head of State,35200000,37788228,95,3.1085,5.6,298,False,Chris Rock,Chris Rock,2588228,0.06849297087971418,3 Arts Entertainment,Comedy,Drama,
Straw Dogs,25000000,10324441,110,3.1081,5.9,582,False,Rod Lurie,James Marsden,-14675559,-1.4214386037946267,Screen Gems,Drama,Thriller,
K-19: The Widowmaker,100000000,65700000,138,3.1058,6.55,1070,False,Kathryn Bigelow,Harrison Ford,-34300000,-0.5220700152207002,Intermedia Films,Drama,History,Thriller
Columbus,700000,1015744,104,3.1042,7.1,414,False,Kogonada,John Cho,315744,0.3108499779471993,Nonetheless Productions,Drama,,
Yogi Bear,80000000,203509374,80,3.1033,5.6,899,False,Eric Brevig,Dan Aykroyd,123509374,0.6068977146969161,Sunswept Entertainment,Comedy,Family,Animation
The Secrets We Keep,7200000,615233,97,3.1024,6.0,259,False,Yuval Adler,Noomi Rapace,-6584767,-10.702883297872514,AGC Studios,Thriller,History,Drama
The Second Best Exotic Marigold Hotel,10000000,86000000,122,3.1008,6.415,731,True,John Madden,Dev Patel,76000000,0.8837209302325582,Fox Searchlight Pictures,Drama,Comedy,
The Case for Christ,3000000,18200000,112,3.0996,6.849,294,False,Jon Gunn,Mike Vogel,15200000,0.8351648351648352,Pure Flix Entertainment,Drama,,
Elizabethtown,57000000,52200000,123,3.0996,6.183,1128,False,Cameron Crowe,Orlando Bloom,-4800000,-0.09195402298850575,Paramount Pictures,Comedy,Drama,Romance
Lords of Dogtown,25000000,13411957,107,3.0989,7.1,764,False,Catherine Hardwicke,John Robinson,-11588043,-0.864008362090633,Columbia Pictures,Drama,,
The Recruit,46000000,101200000,115,3.0986,6.4,1785,False,Roger Donaldson,Colin Farrell,55200000,0.5454545454545454,Birnbaum/Barber Productions,Action,Thriller,
Push,38000000,49678401,111,3.0923,6.1,2303,False,Paul McGuigan,Chris Evans,11678401,0.23508005018116424,Summit Entertainment,Science Fiction,Action,Adventure
Enter the Void,13000000,754249,161,3.0888,7.3,1856,False,Gaspar Noé,Paz de la Huerta,-12245751,-16.23568741887626,Fidélité Films,Fantasy,Drama,
The Pirates! In an Adventure with Scientists!,60000000,123054041,88,3.0857,6.5,1126,False,Peter Lord,Hugh Grant,63054041,0.5124093486698255,Aardman,Animation,Adventure,Family
USS Indianapolis: Men of Courage,40000000,2158568,128,3.0855,5.9,623,False,Mario Van Peebles,Nicolas Cage,-37841432,-17.530803755082072,Union Patriot Capital Management,Action,War,
Acts of Vengeance,10000000,320705,87,3.0824,6.0,575,False,Isaac Florentine,Antonio Banderas,-9679295,-30.181303690307292,Nu Boyana Film Studios,Thriller,Action,Drama
The Zookeeper's Wife,20000000,26152835,126,3.082,7.3,1517,False,Niki Caro,Jessica Chastain,6152835,0.2352645516250915,Scion Films,Drama,History,War
High Life,8933400,2133033,113,3.0818,5.7,1137,False,Claire Denis,Robert Pattinson,-6800367,-3.1881208588896657,ARTE France Cinéma,Science Fiction,Drama,Mystery
Justice League: War,3500000,5155325,79,3.0797,7.413,1095,True,Jay Oliva,Michelle Monaghan,1655325,0.3210903289317356,DC Entertainment,Animation,Action,
Pulse,38000000,29907685,88,3.0792,5.019,543,True,Jim Sonzero,Kristen Bell,-8092315,-0.2705764421418776,Dimension Films,Horror,Science Fiction,Mystery
I Am Sam,22000000,92542418,132,3.0773,7.6,2344,False,Jessie Nelson,Sean Penn,70542418,0.7622711781747479,New Line Cinema,Drama,,
This Is Where I Leave You,19800000,41300000,103,3.0758,6.6,1379,False,Shawn Levy,Jason Bateman,21500000,0.5205811138014528,Spring Creek Pictures,Drama,Comedy,
Happily N'Ever After,47000000,38100000,87,3.0757,5.0,430,True,Paul Bolger,George Carlin,-8900000,-0.2335958005249344,Lionsgate,Adventure,Animation,Comedy
Hands of Stone,20000000,5000000,105,3.0752,6.625,425,False,Jonathan Jakubowicz,Edgar Ramírez,-15000000,-3.0,La Piedra Films,Drama,,
42,40000000,95020213,128,3.0742,7.2,1847,False,Brian Helgeland,Chadwick Boseman,55020213,0.5790369360674871,Warner Bros. Pictures,Drama,,
Sex and Death 101,5,1,117,3.0736,6.17,286,False,Daniel Waters,Simon Baker,-4,-4.0,Avenue Pictures,Comedy,Romance,Drama
The Mexican,57000000,147845033,123,3.073,5.9,1492,False,Gore Verbinski,Brad Pitt,90845033,0.6144611770623366,Newmarket Films,Action,Comedy,Crime
White Girl,700000,200242,88,3.0717,5.7,468,False,Elizabeth Wood,Morgan Saylor,-499758,-2.49577011815703,Bank Street Films,Drama,,
The Kill Room,50000000,476375,98,3.0708,6.0,254,False,Nicol Paone,Uma Thurman,-49523625,-103.95932826029913,Yale Productions,Comedy,Crime,
Endless Love,20000000,34100000,103,3.0681,6.902,1708,False,Shana Feste,Alex Pettyfer,14100000,0.41348973607038125,Bluegrass Films,Drama,Romance,
My Big Fat Greek Wedding 2,18000000,90632641,94,3.065,5.986,1026,True,Kirk Jones,Nia Vardalos,72632641,0.8013960555336791,Universal Pictures,Romance,Comedy,
The Choice,10000000,23730891,111,3.0637,7.2,1915,False,Ross Katz,Benjamin Walker,13730891,0.5786083211119212,Lionsgate,Drama,Romance,
Foxcatcher,24000000,12096300,134,3.0628,6.7,2349,False,Bennett Miller,Steve Carell,-11903700,-0.9840777758488133,Annapurna Pictures,Drama,Thriller,
SuperFly,16000000,20545116,107,3.062,6.7,384,False,Director X.,Trevor Jackson,4545116,0.22122610551334926,Columbia Pictures,Action,Crime,
The Man,33000000,13485145,83,3.0604,5.8,571,False,Les Mayfield,Samuel L. Jackson,-19514855,-1.447137201713441,New Line Cinema,Action,Comedy,Crime
Hitchcock,15700000,23570541,98,3.0602,6.6,1533,False,Sacha Gervasi,Anthony Hopkins,7870541,0.3339143127856081,Cold Spring Pictures,Drama,,
Hotel Artemis,15000000,12371132,94,3.0586,6.1,1579,False,Drew Pearce,Jodie Foster,-2628868,-0.212500198041699,The Ink Factory,Thriller,Science Fiction,Action
Piece by Piece,16000000,10591426,93,3.058,7.404,108,False,Morgan Neville,Pharrell Williams,-5408574,-0.5106558833531953,Focus Features,Animation,Documentary,Family
Savages,45000000,82966152,131,3.0553,6.351,2173,False,Oliver Stone,Taylor Kitsch,37966152,0.45761013479328294,Relativity Media,Crime,Drama,Thriller
Color Out of Space,6000000,1023510,110,3.0548,6.1,1527,True,Richard Stanley,Nicolas Cage,-4976490,-4.8621801447958495,SpectreVision,Horror,Science Fiction,Mystery
88 Minutes,30000000,32593385,108,3.0537,5.778,1107,False,Jon Avnet,Al Pacino,2593385,0.07956783255252561,TriStar Pictures,Thriller,Mystery,
Hardcore Henry,2000000,16810562,96,3.0535,6.4,2475,False,Ilya Naishuller,Andrey Dementyev,14810562,0.8810271780324774,Bazelevs Production,Action,Adventure,Science Fiction
Primal,9000000,146863,97,3.0495,5.6,389,False,Nick Powell,Nicolas Cage,-8853137,-60.281602581998186,Daniel Grodnik Productions,Action,Adventure,Thriller
Playing with Fire,29900000,69412425,96,3.0478,6.6,719,False,Andy Fickman,John Cena,39512425,0.5692413858181731,Broken Road Productions,Family,Comedy,
Jane Eyre,13000000,34710627,120,3.0472,7.2,1492,False,Cary Joji Fukunaga,Mia Wasikowska,21710627,0.6254749301993306,BBC Film,Drama,Romance,
The Cave,30000000,33296457,97,3.0463,5.4,961,False,Bruce Hunt,Cole Hauser,3296457,0.09900323629027558,City Productions,Action,Adventure,Horror
Bachelorette,3000000,11947954,87,3.0459,5.405,1207,False,Leslye Headland,Kirsten Dunst,8947954,0.7489109850941843,Gary Sanchez Productions,Comedy,Romance,
The House,40000000,34200000,88,3.0455,5.6,926,False,Andrew J. Cohen,Amy Poehler,-5800000,-0.1695906432748538,Village Roadshow Pictures,Comedy,,
Winchester,3500000,44019588,100,3.0433,5.9,1768,False,Michael Spierig,Jason Clarke,40519588,0.92048994188678,Imagination Design Works,Horror,Thriller,
Out of Time,50000000,55495563,105,3.0433,6.341,1206,False,Carl Franklin,Denzel Washington,5495563,0.09902706996593584,Monarch Pictures,Thriller,Crime,Drama
Rings,25000000,83080890,102,3.0431,5.0,2523,True,F. Javier Gutiérrez,Matilda Lutz,58080890,0.6990884426009398,Paramount Pictures,Horror,,
